SensorID: 5498,
Firmware Version: 1.5.5,

mm-dd,hh:mm:ss,SmO2 Live,SmO2 Averaged,THb,Lap,Session Ct,
3-26,11:18:11,49,49,13.18,1,152,
3-26,11:18:11,46,46,13.14,1,152,
3-26,11:18:12,46,46,13.11,1,152,
3-26,11:18:12,47,47,13.14,1,152,
3-26,11:18:13,46,46,13.13,1,152,
3-26,11:18:13,47,47,13.15,1,152,
3-26,11:18:14,47,47,13.15,1,152,
3-26,11:18:14,46,46,13.12,1,152,
3-26,11:18:15,47,47,13.15,1,152,
3-26,11:18:15,46,46,13.12,1,152,
3-26,11:18:16,47,47,13.14,1,152,
3-26,11:18:16,47,47,13.15,1,152,
3-26,11:18:17,47,47,13.13,1,152,
3-26,11:18:17,48,48,13.16,1,152,
3-26,11:18:18,46,46,13.12,1,152,
3-26,11:18:18,46,46,13.13,1,152,
3-26,11:18:19,48,48,13.16,1,152,
3-26,11:18:19,47,47,13.15,1,152,
3-26,11:18:20,45,45,13.11,1,152,
3-26,11:18:20,45,45,13.11,1,152,
3-26,11:18:21,47,47,13.15,1,152,
3-26,11:18:21,49,49,13.17,1,152,
3-26,11:18:22,47,47,13.13,1,152,
3-26,11:18:22,46,46,13.12,1,152,
3-26,11:18:23,47,47,13.14,1,152,
3-26,11:18:23,47,47,13.15,1,152,
3-26,11:18:24,47,47,13.14,1,152,
3-26,11:18:24,48,48,13.15,1,152,
3-26,11:18:25,48,48,13.17,1,152,
3-26,11:18:25,46,46,13.11,1,152,
3-26,11:18:26,46,46,13.12,1,152,
3-26,11:18:26,46,46,13.13,1,152,
3-26,11:18:27,48,48,13.16,1,152,
3-26,11:18:27,48,48,13.15,1,152,
3-26,11:18:28,49,49,13.18,1,152,
3-26,11:18:28,47,47,13.15,1,152,
3-26,11:18:29,48,48,13.15,1,152,
3-26,11:18:29,47,47,13.14,1,152,
3-26,11:18:30,47,47,13.15,1,152,
3-26,11:18:30,47,47,13.14,1,152,
3-26,11:18:31,49,49,13.19,1,152,
3-26,11:18:31,48,48,13.15,1,152,
3-26,11:18:32,47,47,13.14,1,152,
3-26,11:18:32,48,48,13.16,1,152,
3-26,11:18:33,46,46,13.13,1,152,
3-26,11:18:33,47,47,13.15,1,152,
3-26,11:18:34,48,48,13.17,1,152,
3-26,11:18:34,47,47,13.14,1,152,
3-26,11:18:35,46,46,13.12,1,152,
3-26,11:18:35,46,46,13.12,1,152,
3-26,11:18:36,48,48,13.17,1,152,
3-26,11:18:36,46,46,13.12,1,152,
3-26,11:18:37,48,48,13.16,1,152,
3-26,11:18:37,47,47,13.13,1,152,
3-26,11:18:38,47,47,13.14,1,152,
3-26,11:18:38,46,46,13.1,1,152,
3-26,11:18:39,46,46,13.11,1,152,
3-26,11:18:39,49,49,13.18,1,152,
3-26,11:18:40,48,48,13.17,1,152,
3-26,11:18:40,46,46,13.12,1,152,
3-26,11:18:41,48,48,13.16,1,152,
3-26,11:18:41,49,49,13.18,1,152,
3-26,11:18:42,48,48,13.15,1,152,
3-26,11:18:42,45,45,13.11,1,152,
3-26,11:18:43,46,46,13.11,1,152,
3-26,11:18:43,48,48,13.16,1,152,
3-26,11:18:44,47,47,13.15,1,152,
3-26,11:18:44,47,47,13.13,1,152,
3-26,11:18:45,47,47,13.13,1,152,
3-26,11:18:45,48,48,13.15,1,152,
3-26,11:18:46,47,47,13.14,1,152,
3-26,11:18:46,47,47,13.14,1,152,
3-26,11:18:47,48,48,13.15,1,152,
3-26,11:18:47,48,48,13.14,1,152,
3-26,11:18:48,47,47,13.13,1,152,
3-26,11:18:48,48,48,13.15,1,152,
3-26,11:18:49,46,46,13.12,1,152,
3-26,11:18:49,49,49,13.18,1,152,
3-26,11:18:50,48,48,13.16,1,152,
3-26,11:18:50,46,46,13.12,1,152,
3-26,11:18:51,48,48,13.15,1,152,
3-26,11:18:51,49,49,13.17,1,152,
3-26,11:18:52,49,49,13.17,1,152,
3-26,11:18:52,47,47,13.12,1,152,
3-26,11:18:53,47,47,13.14,1,152,
3-26,11:18:53,48,48,13.15,1,152,
3-26,11:18:54,48,48,13.15,1,152,
3-26,11:18:54,48,48,13.15,1,152,
3-26,11:18:55,47,47,13.14,1,152,
3-26,11:18:55,48,48,13.16,1,152,
3-26,11:18:56,48,48,13.16,1,152,
3-26,11:18:56,48,48,13.14,1,152,
3-26,11:18:57,49,49,13.17,1,152,
3-26,11:18:57,50,50,13.2,1,152,
3-26,11:18:58,48,48,13.15,1,152,
3-26,11:18:58,47,47,13.13,1,152,
3-26,11:18:59,47,47,13.12,1,152,
3-26,11:18:59,47,47,13.14,1,152,
3-26,11:19:0,48,48,13.15,1,152,
3-26,11:19:0,45,45,13.1,1,152,
3-26,11:19:1,48,48,13.15,1,152,
3-26,11:19:1,48,48,13.16,1,152,
3-26,11:19:2,47,47,13.11,1,152,
3-26,11:19:2,48,48,13.14,1,152,
3-26,11:19:3,49,49,13.17,1,152,
3-26,11:19:3,50,50,13.19,1,152,
3-26,11:19:4,47,47,13.13,1,152,
3-26,11:19:4,47,47,13.13,1,152,
3-26,11:19:5,49,49,13.16,1,152,
3-26,11:19:5,48,48,13.16,1,152,
3-26,11:19:6,49,49,13.16,1,152,
3-26,11:19:6,48,48,13.15,1,152,
3-26,11:19:7,46,46,13.12,1,152,
3-26,11:19:7,48,48,13.16,1,152,
3-26,11:19:8,48,48,13.15,1,152,
3-26,11:19:8,47,47,13.14,1,152,
3-26,11:19:9,48,48,13.17,1,152,
3-26,11:19:9,48,48,13.14,1,152,
3-26,11:19:10,47,47,13.14,1,152,
3-26,11:19:10,48,48,13.15,1,152,
3-26,11:19:11,47,47,13.1,1,152,
3-26,11:19:11,47,47,13.14,1,152,
3-26,11:19:12,47,47,13.13,1,152,
3-26,11:19:12,48,48,13.17,1,152,
3-26,11:19:13,49,49,13.18,1,152,
3-26,11:19:13,48,48,13.16,1,152,
3-26,11:19:14,47,47,13.14,1,152,
3-26,11:19:14,48,48,13.15,1,152,
3-26,11:19:15,47,47,13.13,1,152,
3-26,11:19:15,49,49,13.17,1,152,
3-26,11:19:16,48,48,13.17,1,152,
3-26,11:19:16,48,48,13.16,1,152,
3-26,11:19:17,47,47,13.14,1,152,
3-26,11:19:17,47,47,13.14,1,152,
3-26,11:19:18,48,48,13.16,1,152,
3-26,11:19:18,49,49,13.19,1,152,
3-26,11:19:19,49,49,13.2,1,152,
3-26,11:19:19,47,47,13.14,1,152,
3-26,11:19:20,47,47,13.15,1,152,
3-26,11:19:20,44,44,13.09,1,152,
3-26,11:19:21,47,47,13.14,1,152,
3-26,11:19:21,48,48,13.17,1,152,
3-26,11:19:22,46,46,13.12,1,152,
3-26,11:19:22,49,49,13.17,1,152,
3-26,11:19:23,47,47,13.15,1,152,
3-26,11:19:23,47,47,13.16,1,152,
3-26,11:19:24,47,47,13.15,1,152,
3-26,11:19:24,46,46,13.13,1,152,
3-26,11:19:25,47,47,13.14,1,152,
3-26,11:19:25,48,48,13.16,1,152,
3-26,11:19:26,48,48,13.17,1,152,
3-26,11:19:26,47,47,13.16,1,152,
3-26,11:19:27,47,47,13.16,1,152,
3-26,11:19:27,46,46,13.12,1,152,
3-26,11:19:28,48,48,13.17,1,152,
3-26,11:19:28,47,47,13.16,1,152,
3-26,11:19:29,47,47,13.15,1,152,
3-26,11:19:29,46,46,13.12,1,152,
3-26,11:19:30,48,48,13.16,1,152,
3-26,11:19:30,48,48,13.18,1,152,
3-26,11:19:31,47,47,13.14,1,152,
3-26,11:19:31,46,46,13.12,1,152,
3-26,11:19:32,46,46,13.14,1,152,
3-26,11:19:32,49,49,13.18,1,152,
3-26,11:19:33,48,48,13.17,1,152,
3-26,11:19:33,47,47,13.15,1,152,
3-26,11:19:34,48,48,13.17,1,152,
3-26,11:19:34,47,47,13.16,1,152,
3-26,11:19:35,48,48,13.18,1,152,
3-26,11:19:35,48,48,13.19,1,152,
3-26,11:19:36,47,47,13.16,1,152,
3-26,11:19:36,48,48,13.17,1,152,
3-26,11:19:37,47,47,13.13,1,152,
3-26,11:19:37,45,45,13.11,1,152,
3-26,11:19:38,46,46,13.13,1,152,
3-26,11:19:38,50,50,13.21,1,152,
3-26,11:19:39,48,48,13.16,1,152,
3-26,11:19:39,46,46,13.12,1,152,
3-26,11:19:40,47,47,13.16,1,152,
3-26,11:19:40,47,47,13.14,1,152,
3-26,11:19:41,48,48,13.15,1,152,
3-26,11:19:41,48,48,13.16,1,152,
3-26,11:19:42,47,47,13.14,1,152,
3-26,11:19:42,48,48,13.16,1,152,
3-26,11:19:43,47,47,13.16,1,152,
3-26,11:19:43,46,46,13.12,1,152,
3-26,11:19:44,46,46,13.14,1,152,
3-26,11:19:44,45,45,13.1,1,152,
3-26,11:19:45,47,47,13.15,1,152,
3-26,11:19:45,46,46,13.11,1,152,
3-26,11:19:46,46,46,13.13,1,152,
3-26,11:19:46,45,45,13.1,1,152,
3-26,11:19:47,47,47,13.15,1,152,
3-26,11:19:47,47,47,13.15,1,152,
3-26,11:19:48,47,47,13.16,1,152,
3-26,11:19:48,47,47,13.15,1,152,
3-26,11:19:49,46,46,13.14,1,152,
3-26,11:19:49,48,48,13.16,1,152,
3-26,11:19:50,47,47,13.16,1,152,
3-26,11:19:50,48,48,13.18,1,152,
3-26,11:19:51,47,47,13.16,1,152,
3-26,11:19:51,46,46,13.13,1,152,
3-26,11:19:52,46,46,13.14,1,152,
3-26,11:19:52,47,47,13.15,1,152,
3-26,11:19:53,48,48,13.17,1,152,
3-26,11:19:53,48,48,13.17,1,152,
3-26,11:19:54,48,48,13.16,1,152,
3-26,11:19:54,46,46,13.15,1,152,
3-26,11:19:55,46,46,13.14,1,152,
3-26,11:19:55,48,48,13.18,1,152,
3-26,11:19:56,47,47,13.15,1,152,
3-26,11:19:56,48,48,13.18,1,152,
3-26,11:19:57,46,46,13.14,1,152,
3-26,11:19:57,47,47,13.16,1,152,
3-26,11:19:58,47,47,13.15,1,152,
3-26,11:19:58,48,48,13.16,1,152,
3-26,11:19:59,47,47,13.13,1,152,
3-26,11:19:59,47,47,13.16,1,152,
3-26,11:20:0,47,47,13.14,1,152,
3-26,11:20:0,47,47,13.15,1,152,
3-26,11:20:1,47,47,13.15,1,152,
3-26,11:20:1,47,47,13.14,1,152,
3-26,11:20:2,47,47,13.16,1,152,
3-26,11:20:2,47,47,13.14,1,152,
3-26,11:20:3,47,47,13.15,1,152,
3-26,11:20:3,46,46,13.12,1,152,
3-26,11:20:4,49,49,13.18,1,152,
3-26,11:20:4,46,46,13.14,1,152,
3-26,11:20:5,47,47,13.15,1,152,
3-26,11:20:5,47,47,13.15,1,152,
3-26,11:20:6,48,48,13.16,1,152,
3-26,11:20:6,49,49,13.19,1,152,
3-26,11:20:7,46,46,13.12,1,152,
3-26,11:20:7,47,47,13.15,1,152,
3-26,11:20:8,47,47,13.15,1,152,
3-26,11:20:8,47,47,13.16,1,152,
3-26,11:20:9,47,47,13.15,1,152,
3-26,11:20:9,46,46,13.13,1,152,
3-26,11:20:10,46,46,13.12,1,152,
3-26,11:20:10,47,47,13.13,1,152,
3-26,11:20:11,47,47,13.14,1,152,
3-26,11:20:11,47,47,13.14,1,152,
3-26,11:20:12,47,47,13.16,1,152,
3-26,11:20:12,47,47,13.15,1,152,
3-26,11:20:13,47,47,13.13,1,152,
3-26,11:20:13,48,48,13.16,1,152,
3-26,11:20:14,48,48,13.17,1,152,
3-26,11:20:14,48,48,13.17,1,152,
3-26,11:20:15,49,49,13.2,1,152,
3-26,11:20:15,48,48,13.17,1,152,
3-26,11:20:16,47,47,13.14,1,152,
3-26,11:20:16,47,47,13.14,1,152,
3-26,11:20:17,47,47,13.15,1,152,
3-26,11:20:17,46,46,13.14,1,152,
3-26,11:20:18,48,48,13.15,1,152,
3-26,11:20:18,48,48,13.16,1,152,
3-26,11:20:19,47,47,13.13,1,152,
3-26,11:20:19,46,46,13.12,1,152,
3-26,11:20:20,47,47,13.15,1,152,
3-26,11:20:20,48,48,13.15,1,152,
3-26,11:20:21,51,51,13.21,1,152,
3-26,11:20:21,47,47,13.15,1,152,
3-26,11:20:22,48,48,13.15,1,152,
3-26,11:20:22,48,48,13.15,1,152,
3-26,11:20:23,48,48,13.15,1,152,
3-26,11:20:23,48,48,13.16,1,152,
3-26,11:20:24,47,47,13.14,1,152,
3-26,11:20:24,48,48,13.15,1,152,
3-26,11:20:25,46,46,13.11,1,152,
3-26,11:20:25,48,48,13.15,1,152,
3-26,11:20:26,47,47,13.14,1,152,
3-26,11:20:26,45,45,13.1,1,152,
3-26,11:20:27,48,48,13.15,1,152,
3-26,11:20:27,49,49,13.17,1,152,
3-26,11:20:28,48,48,13.15,1,152,
3-26,11:20:28,49,49,13.16,1,152,
3-26,11:20:29,50,50,13.2,1,152,
3-26,11:20:29,49,49,13.16,1,152,
3-26,11:20:30,49,49,13.16,1,152,
3-26,11:20:30,48,48,13.14,1,152,
3-26,11:20:31,48,48,13.15,1,152,
3-26,11:20:31,48,48,13.15,1,152,
3-26,11:20:32,49,49,13.15,1,152,
3-26,11:20:32,49,49,13.15,1,152,
3-26,11:20:33,50,50,13.18,1,152,
3-26,11:20:33,49,49,13.17,1,152,
3-26,11:20:34,49,49,13.16,1,152,
3-26,11:20:34,49,49,13.16,1,152,
3-26,11:20:35,48,48,13.16,1,152,
3-26,11:20:35,50,50,13.18,1,152,
3-26,11:20:36,48,48,13.13,1,152,
3-26,11:20:36,48,48,13.14,1,152,
3-26,11:20:37,49,49,13.16,1,152,
3-26,11:20:37,48,48,13.12,1,152,
3-26,11:20:38,49,49,13.17,1,152,
3-26,11:20:38,48,48,13.11,1,152,
3-26,11:20:39,50,50,13.17,1,152,
3-26,11:20:39,48,48,13.12,1,152,
3-26,11:20:40,50,50,13.18,1,152,
3-26,11:20:40,49,49,13.16,1,152,
3-26,11:20:41,48,48,13.14,1,152,
3-26,11:20:41,47,47,13.09,1,152,
3-26,11:20:42,49,49,13.16,1,152,
3-26,11:20:42,48,48,13.12,1,152,
3-26,11:20:43,48,48,13.16,1,152,
3-26,11:20:43,48,48,13.12,1,152,
3-26,11:20:44,50,50,13.18,1,152,
3-26,11:20:44,49,49,13.16,1,152,
3-26,11:20:45,48,48,13.11,1,152,
3-26,11:20:45,48,48,13.11,1,152,
3-26,11:20:46,48,48,13.1,1,152,
3-26,11:20:46,50,50,13.16,1,152,
3-26,11:20:47,48,48,13.12,1,152,
3-26,11:20:47,48,48,13.11,1,152,
3-26,11:20:48,48,48,13.11,1,152,
3-26,11:20:48,48,48,13.13,1,152,
3-26,11:20:49,49,49,13.14,1,152,
3-26,11:20:49,49,49,13.15,1,152,
3-26,11:20:50,49,49,13.12,1,152,
3-26,11:20:50,49,49,13.16,1,152,
3-26,11:20:51,48,48,13.11,1,152,
3-26,11:20:51,50,50,13.16,1,152,
3-26,11:20:52,50,50,13.16,1,152,
3-26,11:20:52,48,48,13.11,1,152,
3-26,11:20:53,51,51,13.17,1,152,
3-26,11:20:53,48,48,13.13,1,152,
3-26,11:20:54,50,50,13.14,1,152,
3-26,11:20:54,50,50,13.15,1,152,
3-26,11:20:55,51,51,13.16,1,152,
3-26,11:20:55,49,49,13.12,1,152,
3-26,11:20:56,50,50,13.16,1,152,
3-26,11:20:56,51,51,13.17,1,152,
3-26,11:20:57,50,50,13.15,1,152,
3-26,11:20:57,49,49,13.12,1,152,
3-26,11:20:58,49,49,13.13,1,152,
3-26,11:20:58,51,51,13.16,1,152,
3-26,11:20:59,49,49,13.13,1,152,
3-26,11:20:59,49,49,13.13,1,152,
3-26,11:21:0,51,51,13.16,1,152,
3-26,11:21:0,50,50,13.15,1,152,
3-26,11:21:1,49,49,13.13,1,152,
3-26,11:21:1,52,52,13.21,1,152,
3-26,11:21:2,49,49,13.13,1,152,
3-26,11:21:2,50,50,13.14,1,152,
3-26,11:21:3,50,50,13.17,1,152,
3-26,11:21:3,50,50,13.15,1,152,
3-26,11:21:4,51,51,13.15,1,152,
3-26,11:21:4,50,50,13.16,1,152,
3-26,11:21:5,49,49,13.14,1,152,
3-26,11:21:5,48,48,13.1,1,152,
3-26,11:21:6,49,49,13.13,1,152,
3-26,11:21:6,50,50,13.13,1,152,
3-26,11:21:7,51,51,13.16,1,152,
3-26,11:21:7,48,48,13.1,1,152,
3-26,11:21:8,50,50,13.13,1,152,
3-26,11:21:8,51,51,13.17,1,152,
3-26,11:21:9,48,48,13.11,1,152,
3-26,11:21:9,49,49,13.13,1,152,
3-26,11:21:10,50,50,13.13,1,152,
3-26,11:21:10,51,51,13.12,1,152,
3-26,11:21:11,51,51,13.11,1,152,
3-26,11:21:11,53,53,13.16,1,152,
3-26,11:21:12,51,51,13.13,1,152,
3-26,11:21:12,52,52,13.15,1,152,
3-26,11:21:13,52,52,13.16,1,152,
3-26,11:21:13,53,53,13.16,1,152,
3-26,11:21:14,52,52,13.17,1,152,
3-26,11:21:14,52,52,13.14,1,152,
3-26,11:21:15,51,51,13.12,1,152,
3-26,11:21:15,50,50,13.13,1,152,
3-26,11:21:16,51,51,13.15,1,152,
3-26,11:21:16,51,51,13.11,1,152,
3-26,11:21:17,51,51,13.16,1,152,
3-26,11:21:17,51,51,13.13,1,152,
3-26,11:21:18,52,52,13.15,1,152,
3-26,11:21:18,52,52,13.16,1,152,
3-26,11:21:19,53,53,13.17,1,152,
3-26,11:21:19,50,50,13.1,1,152,
3-26,11:21:20,51,51,13.12,1,152,
3-26,11:21:20,49,49,13.11,1,152,
3-26,11:21:21,51,51,13.13,1,152,
3-26,11:21:21,51,51,13.15,1,152,
3-26,11:21:22,50,50,13.14,1,152,
3-26,11:21:22,50,50,13.12,1,152,
3-26,11:21:23,51,51,13.15,1,152,
3-26,11:21:23,51,51,13.16,1,152,
3-26,11:21:24,51,51,13.16,1,152,
3-26,11:21:24,51,51,13.14,1,152,
3-26,11:21:25,50,50,13.14,1,152,
3-26,11:21:25,50,50,13.15,1,152,
3-26,11:21:26,51,51,13.16,1,152,
3-26,11:21:26,51,51,13.17,1,152,
3-26,11:21:27,50,50,13.15,1,152,
3-26,11:21:27,49,49,13.13,1,152,
3-26,11:21:28,50,50,13.14,1,152,
3-26,11:21:28,49,49,13.11,1,152,
3-26,11:21:29,51,51,13.17,1,152,
3-26,11:21:29,50,50,13.13,1,152,
3-26,11:21:30,50,50,13.15,1,152,
3-26,11:21:30,50,50,13.15,1,152,
3-26,11:21:31,50,50,13.11,1,152,
3-26,11:21:31,51,51,13.16,1,152,
3-26,11:21:32,51,51,13.15,1,152,
3-26,11:21:32,51,51,13.17,1,152,
3-26,11:21:33,50,50,13.15,1,152,
3-26,11:21:33,50,50,13.16,1,152,
3-26,11:21:34,49,49,13.12,1,152,
3-26,11:21:34,49,49,13.13,1,152,
3-26,11:21:35,51,51,13.16,1,152,
3-26,11:21:35,49,49,13.13,1,152,
3-26,11:21:36,49,49,13.11,1,152,
3-26,11:21:36,52,52,13.2,1,152,
3-26,11:21:37,50,50,13.15,1,152,
3-26,11:21:37,51,51,13.17,1,152,
3-26,11:21:38,49,49,13.13,1,152,
3-26,11:21:38,49,49,13.14,1,152,
3-26,11:21:39,51,51,13.18,1,152,
3-26,11:21:39,48,48,13.1,1,152,
3-26,11:21:40,50,50,13.17,1,152,
3-26,11:21:40,50,50,13.15,1,152,
3-26,11:21:41,51,51,13.18,1,152,
3-26,11:21:41,49,49,13.13,1,152,
3-26,11:21:42,48,48,13.14,1,152,
3-26,11:21:42,52,52,13.21,1,152,
3-26,11:21:43,49,49,13.12,1,152,
3-26,11:21:43,52,52,13.19,1,152,
3-26,11:21:44,49,49,13.15,1,152,
3-26,11:21:44,49,49,13.14,1,152,
3-26,11:21:45,50,50,13.17,1,152,
3-26,11:21:45,50,50,13.16,1,152,
3-26,11:21:46,50,50,13.18,1,152,
3-26,11:21:46,50,50,13.16,1,152,
3-26,11:21:47,51,51,13.18,1,152,
3-26,11:21:47,50,50,13.16,1,152,
3-26,11:21:48,49,49,13.15,1,152,
3-26,11:21:48,50,50,13.18,1,152,
3-26,11:21:49,48,48,13.13,1,152,
3-26,11:21:49,50,50,13.17,1,152,
3-26,11:21:50,50,50,13.18,1,152,
3-26,11:21:50,47,47,13.09,1,152,
3-26,11:21:51,50,50,13.17,1,152,
3-26,11:21:51,51,51,13.19,1,152,
3-26,11:21:52,47,47,13.13,1,152,
3-26,11:21:52,50,50,13.17,1,152,
3-26,11:21:53,47,47,13.13,1,152,
3-26,11:21:53,50,50,13.18,1,152,
3-26,11:21:54,48,48,13.11,1,152,
3-26,11:21:54,49,49,13.13,1,152,
3-26,11:21:55,48,48,13.15,1,152,
3-26,11:21:55,50,50,13.17,1,152,
3-26,11:21:56,49,49,13.16,1,152,
3-26,11:21:56,49,49,13.13,1,152,
3-26,11:21:57,49,49,13.13,1,152,
3-26,11:21:57,49,49,13.16,1,152,
3-26,11:21:58,47,47,13.09,1,152,
3-26,11:21:58,49,49,13.12,1,152,
3-26,11:21:59,51,51,13.19,1,152,
3-26,11:21:59,49,49,13.15,1,152,
3-26,11:22:0,50,50,13.18,1,152,
3-26,11:22:0,49,49,13.16,1,152,
3-26,11:22:1,49,49,13.14,1,152,
3-26,11:22:1,50,50,13.16,1,152,
3-26,11:22:2,50,50,13.18,1,152,
3-26,11:22:2,49,49,13.16,1,152,
3-26,11:22:3,47,47,13.13,1,152,
3-26,11:22:3,50,50,13.17,1,152,
3-26,11:22:4,48,48,13.15,1,152,
3-26,11:22:4,50,50,13.17,1,152,
3-26,11:22:5,50,50,13.17,1,152,
3-26,11:22:5,47,47,13.12,1,152,
3-26,11:22:6,48,48,13.13,1,152,
3-26,11:22:6,49,49,13.15,1,152,
3-26,11:22:7,50,50,13.17,1,152,
3-26,11:22:7,48,48,13.14,1,152,
3-26,11:22:8,49,49,13.15,1,152,
3-26,11:22:8,48,48,13.14,1,152,
3-26,11:22:9,49,49,13.13,1,152,
3-26,11:22:9,48,48,13.11,1,152,
3-26,11:22:10,50,50,13.17,1,152,
3-26,11:22:10,50,50,13.16,1,152,
3-26,11:22:11,50,50,13.17,1,152,
3-26,11:22:11,49,49,13.16,1,152,
3-26,11:22:12,50,50,13.2,1,152,
3-26,11:22:12,49,49,13.16,1,152,
3-26,11:22:13,48,48,13.15,1,152,
3-26,11:22:13,48,48,13.12,1,152,
3-26,11:22:14,47,47,13.14,1,152,
3-26,11:22:14,48,48,13.14,1,152,
3-26,11:22:15,47,47,13.13,1,152,
3-26,11:22:15,48,48,13.16,1,152,
3-26,11:22:16,48,48,13.15,1,152,
3-26,11:22:16,49,49,13.17,1,152,
3-26,11:22:17,49,49,13.18,1,152,
3-26,11:22:17,50,50,13.2,1,152,
3-26,11:22:18,49,49,13.16,1,152,
3-26,11:22:18,47,47,13.14,1,152,
3-26,11:22:19,49,49,13.17,1,152,
3-26,11:22:19,48,48,13.14,1,152,
3-26,11:22:20,48,48,13.17,1,152,
3-26,11:22:20,48,48,13.16,1,152,
3-26,11:22:21,49,49,13.18,1,152,
3-26,11:22:21,48,48,13.16,1,152,
3-26,11:22:22,48,48,13.14,1,152,
3-26,11:22:22,47,47,13.14,1,152,
3-26,11:22:23,50,50,13.19,1,152,
3-26,11:22:23,49,49,13.18,1,152,
3-26,11:22:24,48,48,13.16,1,152,
3-26,11:22:24,48,48,13.16,1,152,
3-26,11:22:25,49,49,13.19,1,152,
3-26,11:22:25,47,47,13.15,1,152,
3-26,11:22:26,48,48,13.16,1,152,
3-26,11:22:26,47,47,13.15,1,152,
3-26,11:22:27,48,48,13.17,1,152,
3-26,11:22:27,51,51,13.23,1,152,
3-26,11:22:28,47,47,13.15,1,152,
3-26,11:22:28,48,48,13.17,1,152,
3-26,11:22:29,48,48,13.16,1,152,
3-26,11:22:29,48,48,13.15,1,152,
3-26,11:22:30,46,46,13.13,1,152,
3-26,11:22:30,48,48,13.16,1,152,
3-26,11:22:31,48,48,13.16,1,152,
3-26,11:22:31,47,47,13.15,1,152,
3-26,11:22:32,47,47,13.17,1,152,
3-26,11:22:32,48,48,13.16,1,152,
3-26,11:22:33,48,48,13.17,1,152,
3-26,11:22:33,46,46,13.14,1,152,
3-26,11:22:34,47,47,13.15,1,152,
3-26,11:22:34,50,50,13.21,1,152,
3-26,11:22:35,49,49,13.18,1,152,
3-26,11:22:35,48,48,13.17,1,152,
3-26,11:22:36,48,48,13.17,1,152,
3-26,11:22:36,47,47,13.14,1,152,
3-26,11:22:37,48,48,13.17,1,152,
3-26,11:22:37,46,46,13.14,1,152,
3-26,11:22:38,46,46,13.13,1,152,
3-26,11:22:38,49,49,13.19,1,152,
3-26,11:22:39,49,49,13.2,1,152,
3-26,11:22:39,48,48,13.16,1,152,
3-26,11:22:40,47,47,13.14,1,152,
3-26,11:22:40,47,47,13.16,1,152,
3-26,11:22:41,47,47,13.15,1,152,
3-26,11:22:41,48,48,13.16,1,152,
3-26,11:22:42,48,48,13.17,1,152,
3-26,11:22:42,46,46,13.14,1,152,
3-26,11:22:43,47,47,13.14,1,152,
3-26,11:22:43,47,47,13.15,1,152,
3-26,11:22:44,48,48,13.16,1,152,
3-26,11:22:44,48,48,13.16,1,152,
3-26,11:22:45,46,46,13.13,1,152,
3-26,11:22:45,46,46,13.11,1,152,
3-26,11:22:46,46,46,13.14,1,152,
3-26,11:22:46,48,48,13.16,1,152,
3-26,11:22:47,47,47,13.16,1,152,
3-26,11:22:47,48,48,13.17,1,152,
3-26,11:22:48,46,46,13.13,1,152,
3-26,11:22:48,48,48,13.15,1,152,
3-26,11:22:49,48,48,13.17,1,152,
3-26,11:22:49,47,47,13.17,1,152,
3-26,11:22:50,49,49,13.18,1,152,
3-26,11:22:50,48,48,13.17,1,152,
3-26,11:22:51,47,47,13.16,1,152,
3-26,11:22:51,49,49,13.19,1,152,
3-26,11:22:52,48,48,13.16,1,152,
3-26,11:22:52,48,48,13.17,1,152,
3-26,11:22:53,49,49,13.21,1,152,
3-26,11:22:53,48,48,13.17,1,152,
3-26,11:22:54,47,47,13.15,1,152,
3-26,11:22:54,47,47,13.14,1,152,
3-26,11:22:55,48,48,13.18,1,152,
3-26,11:22:55,47,47,13.16,1,152,
3-26,11:22:56,48,48,13.16,1,152,
3-26,11:22:56,47,47,13.16,1,152,
3-26,11:22:57,48,48,13.17,1,152,
3-26,11:22:57,47,47,13.15,1,152,
3-26,11:22:58,48,48,13.17,1,152,
3-26,11:22:58,47,47,13.16,1,152,
3-26,11:22:59,47,47,13.16,1,152,
3-26,11:22:59,48,48,13.18,1,152,
3-26,11:23:0,47,47,13.16,1,152,
3-26,11:23:0,47,47,13.13,1,152,
3-26,11:23:1,47,47,13.15,1,152,
3-26,11:23:1,48,48,13.16,1,152,
3-26,11:23:2,45,45,13.14,1,152,
3-26,11:23:2,46,46,13.12,1,152,
3-26,11:23:3,47,47,13.17,1,152,
3-26,11:23:3,49,49,13.18,1,152,
3-26,11:23:4,48,48,13.18,1,152,
3-26,11:23:4,48,48,13.17,1,152,
3-26,11:23:5,47,47,13.15,1,152,
3-26,11:23:5,48,48,13.16,1,152,
3-26,11:23:6,49,49,13.19,1,152,
3-26,11:23:6,47,47,13.14,1,152,
3-26,11:23:7,48,48,13.18,1,152,
3-26,11:23:7,49,49,13.17,1,152,
3-26,11:23:8,48,48,13.16,1,152,
3-26,11:23:8,49,49,13.18,1,152,
3-26,11:23:9,47,47,13.15,1,152,
3-26,11:23:9,48,48,13.16,1,152,
3-26,11:23:10,48,48,13.17,1,152,
3-26,11:23:10,47,47,13.14,1,152,
3-26,11:23:11,48,48,13.17,1,152,
3-26,11:23:11,48,48,13.15,1,152,
3-26,11:23:12,49,49,13.18,1,152,
3-26,11:23:12,48,48,13.15,1,152,
3-26,11:23:13,48,48,13.17,1,152,
